index,lat,lon,avg_pm25,risk
499,30.095,78.28,28.776658280922433,LOW
500,30.118,78.305,14.674285115303983,LOW
501,30.102,78.3,21.358999999999998,LOW
502,30.08,78.275,29.060725366876312,LOW
503,30.072,78.29,31.020146750524106,LOW
504,30.3398,78.0644,25.332410901467508,LOW
505,30.3398,78.0644,25.332410901467508,LOW
506,30.3165,78.0322,25.635656184486372,LOW
507,30.3165,78.0322,25.635656184486372,LOW
508,30.3245,78.0425,26.871486373165617,LOW
509,30.3245,78.0425,26.871486373165617,LOW
510,30.275,78.02,30.354331236897277,LOW
511,30.275,78.02,30.354331236897277,LOW
512,30.3058,77.9958,18.319446540880502,LOW
513,30.3058,77.9958,18.319446540880502,LOW
514,30.36,77.98,28.735274633123687,LOW
515,30.36,77.98,28.735274633123687,LOW
516,30.35,78.055,24.164364779874212,LOW
517,30.35,78.055,24.164364779874212,LOW
518,30.3121,78.0432,34.383677148846964,LOW
519,30.3121,78.0432,34.383677148846964,LOW
520,30.3272,78.0612,18.839366876310272,LOW
521,30.3272,78.0612,18.839366876310272,LOW
522,30.3348,77.9962,33.29519077568134,LOW
523,30.3348,77.9962,33.29519077568134,LOW
524,30.3215,78.041,26.871486373165617,LOW
525,30.3215,78.041,26.871486373165617,LOW
526,30.362,78.048,23.10503983228512,LOW
527,30.362,78.048,23.10503983228512,LOW
528,30.385,78.065,25.9197106918239,LOW
529,30.385,78.065,25.9197106918239,LOW
530,29.9582,78.1642,23.310075471698113,LOW
531,29.9582,78.1642,23.310075471698113,LOW
532,29.92,78.14,34.75327463312369,LOW
533,29.92,78.14,34.75327463312369,LOW
534,29.945,78.155,22.17938155136268,LOW
535,29.945,78.155,22.17938155136268,LOW
536,29.98,78.135,25.075744234800844,LOW
537,29.98,78.135,25.075744234800844,LOW
538,29.965,78.12,25.248872117400417,LOW
539,29.965,78.12,25.248872117400417,LOW
540,29.946,78.162,22.17938155136268,LOW
541,29.946,78.162,22.17938155136268,LOW
542,29.93,78.15,17.09061215932914,LOW
543,29.93,78.15,17.09061215932914,LOW
544,29.91,78.125,35.5919748427673,LOW
545,29.91,78.125,35.5919748427673,LOW
546,30.127,78.324,21.078775681341718,LOW
547,30.127,78.324,21.078775681341718,LOW
